"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"States"	"States Code"	Count
	"Melanoma of the Skin"	"25010"	"2010"	"2010"	"Utah"	"49"	765
	"Melanoma of the Skin"	"25010"	"2010"	"2010"	"Vermont"	"50"	208
	"Melanoma of the Skin"	"25010"	"2010"	"2010"	"Virginia"	"51"	1561
	"Melanoma of the Skin"	"25010"	"2010"	"2010"	"Washington"	"53"	1902
	"Melanoma of the Skin"	"25010"	"2010"	"2010"	"West Virginia"	"54"	468
	"Melanoma of the Skin"	"25010"	"2010"	"2010"	"Wisconsin"	"55"	1402
	"Melanoma of the Skin"	"25010"	"2010"	"2010"	"Wyoming"	"56"	175
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Alabama"	"01"	1103
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Alaska"	"02"	83
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Arizona"	"04"	1391
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Arkansas"	"05"	597
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"California"	"06"	7866
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Colorado"	"08"	1141
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Connecticut"	"09"	874
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Delaware"	"10"	322
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"District of Columbia"	"11"	57
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Florida"	"12"	5552
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Georgia"	"13"	2269
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Hawaii"	"15"	314
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Idaho"	"16"	449
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Illinois"	"17"	2502
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Indiana"	"18"	1209
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Iowa"	"19"	818
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Kansas"	"20"	745
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Kentucky"	"21"	1122
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Louisiana"	"22"	705
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Maine"	"23"	373
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Maryland"	"24"	1295
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Massachusetts"	"25"	1717
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Michigan"	"26"	2078
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Minnesota"	"27"	1576
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Mississippi"	"28"	595
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Missouri"	"29"	1254
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Montana"	"30"	288
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Nebraska"	"31"	390
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Nevada"	"32"	375
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"New Hampshire"	"33"	410
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"New Jersey"	"34"	2147
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"New Mexico"	"35"	349
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"New York"	"36"	4057
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"North Carolina"	"37"	2325
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"North Dakota"	"38"	178
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Ohio"	"39"	2612
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Oklahoma"	"40"	647
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Oregon"	"41"	1197
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Pennsylvania"	"42"	3288
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Rhode Island"	"44"	241
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"South Carolina"	"45"	1082
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"South Dakota"	"46"	196
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Tennessee"	"47"	1452
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Texas"	"48"	3652
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Utah"	"49"	802
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Vermont"	"50"	225
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Virginia"	"51"	1573
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Washington"	"53"	1898
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"West Virginia"	"54"	495
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Wisconsin"	"55"	1370
	"Melanoma of the Skin"	"25010"	"2011"	"2011"	"Wyoming"	"56"	125
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Alabama"	"01"	1204
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Alaska"	"02"	100
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Arizona"	"04"	1388
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Arkansas"	"05"	679
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"California"	"06"	8287
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Colorado"	"08"	1207
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Connecticut"	"09"	849
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Delaware"	"10"	330
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"District of Columbia"	"11"	50
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Florida"	"12"	5616
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Georgia"	"13"	2635
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Hawaii"	"15"	296
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Idaho"	"16"	462
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Illinois"	"17"	2585
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Indiana"	"18"	1304
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Iowa"	"19"	851
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Kansas"	"20"	755
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Kentucky"	"21"	1255
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Louisiana"	"22"	822
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Maine"	"23"	414
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Maryland"	"24"	1347
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Massachusetts"	"25"	1585
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Michigan"	"26"	2064
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Minnesota"	"27"	1737
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Mississippi"	"28"	559
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Missouri"	"29"	1282
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Montana"	"30"	308
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Nebraska"	"31"	362
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Nevada"	"32"	417
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"New Hampshire"	"33"	412
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"New Jersey"	"34"	2200
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"New Mexico"	"35"	367
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"New York"	"36"	3843
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"North Carolina"	"37"	2557
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"North Dakota"	"38"	173
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Ohio"	"39"	2543
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Oklahoma"	"40"	740
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Oregon"	"41"	1218
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Pennsylvania"	"42"	3307
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Rhode Island"	"44"	275
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"South Carolina"	"45"	1220
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"South Dakota"	"46"	216
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Tennessee"	"47"	1425
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Texas"	"48"	3059
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Utah"	"49"	849
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Vermont"	"50"	239
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Virginia"	"51"	1523
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Washington"	"53"	1893
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"West Virginia"	"54"	481
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Wisconsin"	"55"	1528
	"Melanoma of the Skin"	"25010"	"2012"	"2012"	"Wyoming"	"56"	129
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Alabama"	"01"	1034
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Alaska"	"02"	104
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Arizona"	"04"	1495
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Arkansas"	"05"	675
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"California"	"06"	8802
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Colorado"	"08"	1201
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Connecticut"	"09"	871
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Delaware"	"10"	326
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"District of Columbia"	"11"	65
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Florida"	"12"	6226
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Georgia"	"13"	2532
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Hawaii"	"15"	321
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Idaho"	"16"	452
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Illinois"	"17"	2520
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Indiana"	"18"	1276
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Iowa"	"19"	916
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Kansas"	"20"	763
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Kentucky"	"21"	1220
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Louisiana"	"22"	821
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Maine"	"23"	422
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Maryland"	"24"	1464
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Massachusetts"	"25"	1536
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Michigan"	"26"	2125
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Minnesota"	"27"	1768
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Mississippi"	"28"	559
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Missouri"	"29"	1304
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Montana"	"30"	325
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Nebraska"	"31"	474
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Nevada"	"32"	437
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"New Hampshire"	"33"	453
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"New Jersey"	"34"	2297
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"New Mexico"	"35"	326
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"New York"	"36"	4289
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"North Carolina"	"37"	2728
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"North Dakota"	"38"	187
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Ohio"	"39"	2640
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Oklahoma"	"40"	803
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Oregon"	"41"	1331
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Pennsylvania"	"42"	3820
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Rhode Island"	"44"	307
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"South Carolina"	"45"	1271
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"South Dakota"	"46"	204
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Tennessee"	"47"	1507
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Texas"	"48"	3203
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Utah"	"49"	929
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Vermont"	"50"	261
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Virginia"	"51"	1870
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Washington"	"53"	1977
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"West Virginia"	"54"	457
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Wisconsin"	"55"	1473
	"Melanoma of the Skin"	"25010"	"2013"	"2013"	"Wyoming"	"56"	133
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Alabama"	"01"	1058
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Alaska"	"02"	108
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Arizona"	"04"	1705
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Arkansas"	"05"	706
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"California"	"06"	9550
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Colorado"	"08"	1264
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Connecticut"	"09"	941
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Delaware"	"10"	343
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"District of Columbia"	"11"	68
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Florida"	"12"	6536
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Georgia"	"13"	2890
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Hawaii"	"15"	348
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Idaho"	"16"	482
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Illinois"	"17"	2690
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Indiana"	"18"	1567
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Iowa"	"19"	904
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Kansas"	"20"	795
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Kentucky"	"21"	1359
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Louisiana"	"22"	868
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Maine"	"23"	445
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Maryland"	"24"	1451
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Massachusetts"	"25"	1478
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Michigan"	"26"	2194
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Minnesota"	"27"	1797
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Mississippi"	"28"	568
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Missouri"	"29"	1363
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Montana"	"30"	339
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Nebraska"	"31"	489
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Nevada"	"32"	485
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"New Hampshire"	"33"	553
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"New Jersey"	"34"	2308
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"New Mexico"	"35"	362
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"New York"	"36"	4169
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"North Carolina"	"37"	2866
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"North Dakota"	"38"	167
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Ohio"	"39"	3142
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Oklahoma"	"40"	956
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Oregon"	"41"	1373
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Pennsylvania"	"42"	4059
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Rhode Island"	"44"	348
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"South Carolina"	"45"	1296
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"South Dakota"	"46"	245
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Tennessee"	"47"	1449
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Texas"	"48"	3381
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Utah"	"49"	1076
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Vermont"	"50"	296
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Virginia"	"51"	1847
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Washington"	"53"	2060
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"West Virginia"	"54"	454
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Wisconsin"	"55"	1630
	"Melanoma of the Skin"	"25010"	"2014"	"2014"	"Wyoming"	"56"	171
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Alabama"	"01"	1270
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Alaska"	"02"	90
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Arizona"	"04"	1898
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Arkansas"	"05"	781
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"California"	"06"	9722
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Colorado"	"08"	1299
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Connecticut"	"09"	885
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Delaware"	"10"	348
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"District of Columbia"	"11"	73
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Florida"	"12"	6977
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Georgia"	"13"	2940
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Hawaii"	"15"	399
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Idaho"	"16"	512
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Illinois"	"17"	2918
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Indiana"	"18"	1681
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Iowa"	"19"	961
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Kansas"	"20"	878
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Kentucky"	"21"	1394
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Louisiana"	"22"	965
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Maine"	"23"	486
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Maryland"	"24"	1719
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Massachusetts"	"25"	1750
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Michigan"	"26"	2357
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Minnesota"	"27"	1985
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Mississippi"	"28"	534
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Missouri"	"29"	1431
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Montana"	"30"	329
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Nebraska"	"31"	527
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Nevada"	"32"	403
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"New Hampshire"	"33"	524
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"New Jersey"	"34"	2384
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"New Mexico"	"35"	412
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"New York"	"36"	4103
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"North Carolina"	"37"	3151
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"North Dakota"	"38"	203
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Ohio"	"39"	3459
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Oklahoma"	"40"	947
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Oregon"	"41"	1364
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Pennsylvania"	"42"	4059
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Rhode Island"	"44"	312
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"South Carolina"	"45"	1351
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"South Dakota"	"46"	237
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Tennessee"	"47"	1695
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Texas"	"48"	3533
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Utah"	"49"	1064
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Vermont"	"50"	293
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Virginia"	"51"	1749
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Washington"	"53"	2122
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"West Virginia"	"54"	482
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Wisconsin"	"55"	1651
	"Melanoma of the Skin"	"25010"	"2015"	"2015"	"Wyoming"	"56"	154
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Alabama"	"01"	1388
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Alaska"	"02"	100
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Arizona"	"04"	2191
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Arkansas"	"05"	766
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"California"	"06"	9673
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Colorado"	"08"	1337
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Connecticut"	"09"	916
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Delaware"	"10"	361
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"District of Columbia"	"11"	68
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Florida"	"12"	6926
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Georgia"	"13"	2834
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Hawaii"	"15"	447
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Idaho"	"16"	558
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Illinois"	"17"	3218
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Indiana"	"18"	1789
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Iowa"	"19"	1047
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Kansas"	"20"	877
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Kentucky"	"21"	1488
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Louisiana"	"22"	843
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Maine"	"23"	502
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Maryland"	"24"	1664
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Massachusetts"	"25"	2023
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Michigan"	"26"	2522
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Minnesota"	"27"	1995
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Mississippi"	"28"	605
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Missouri"	"29"	1327
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Montana"	"30"	348
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Nebraska"	"31"	604
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Nevada"	"32"	622
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"New Hampshire"	"33"	543
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"New Jersey"	"34"	2236
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"New Mexico"	"35"	409
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"New York"	"36"	4155
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"North Carolina"	"37"	3073
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"North Dakota"	"38"	183
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Ohio"	"39"	3609
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Oklahoma"	"40"	1098
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Oregon"	"41"	1243
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Pennsylvania"	"42"	3706
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Rhode Island"	"44"	288
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"South Carolina"	"45"	1463
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"South Dakota"	"46"	240
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Tennessee"	"47"	1517
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Texas"	"48"	3611
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Utah"	"49"	1112
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Vermont"	"50"	335
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Virginia"	"51"	1868
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Washington"	"53"	2095
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"West Virginia"	"54"	521
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Wisconsin"	"55"	1705
	"Melanoma of the Skin"	"25010"	"2016"	"2016"	"Wyoming"	"56"	137
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Alabama"	"01"	1331
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Alaska"	"02"	81
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Arizona"	"04"	2513
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Arkansas"	"05"	812
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"California"	"06"	9730
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Colorado"	"08"	1339
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Connecticut"	"09"	851
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Delaware"	"10"	344
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"District of Columbia"	"11"	75
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Florida"	"12"	7095
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Georgia"	"13"	2940
